epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,5170.53,0.53772,0.31548,0.94093,0.97575,0.85844,0.91249,0.77379,0.65314,0.43782,1.05398,0.0007724,0.0007724,0.0007724
188,5200.9,0.52675,0.32045,0.93604,0.96733,0.8686,0.91155,0.78253,0.645,0.41464,1.05201,0.0007658,0.0007658,0.0007658
189,5231.32,0.53211,0.31655,0.93363,0.9856,0.85067,0.91148,0.76726,0.65335,0.42075,1.04961,0.0007592,0.0007592,0.0007592
190,5258.77,0.5287,0.30997,0.93102,0.97578,0.85958,0.90703,0.77093,0.6485,0.43247,1.05786,0.0007526,0.0007526,0.0007526
191,5285.92,0.53205,0.31303,0.94859,0.97311,0.86843,0.90491,0.77026,0.66508,0.44517,1.06178,0.000746,0.000746,0.000746
192,5313.19,0.51843,0.30778,0.93287,0.96184,0.87385,0.9107,0.77266,0.66406,0.41253,1.057,0.0007394,0.0007394,0.0007394
193,5342.78,0.52334,0.31045,0.92658,0.96979,0.87467,0.90918,0.77443,0.66417,0.42403,1.059,0.0007328,0.0007328,0.0007328
194,5372.04,0.52664,0.3174,0.9336,0.97528,0.86133,0.91323,0.78213,0.64838,0.42473,1.05158,0.0007262,0.0007262,0.0007262
195,5402.9,0.53087,0.31623,0.93851,0.96618,0.85867,0.90903,0.77226,0.6576,0.43705,1.04811,0.0007196,0.0007196,0.0007196
196,5432.83,0.52624,0.3128,0.93083,0.96284,0.86133,0.91294,0.78099,0.65963,0.42449,1.0467,0.000713,0.000713,0.000713
197,5467.09,0.51263,0.30631,0.92271,0.95873,0.86719,0.91023,0.78413,0.64362,0.42772,1.03622,0.0007064,0.0007064,0.0007064
198,5500.5,0.53484,0.31724,0.93736,0.96422,0.86229,0.906,0.7729,0.64632,0.41556,1.0461,0.0006998,0.0006998,0.0006998
199,5533,0.52619,0.30948,0.93464,0.96184,0.87378,0.91068,0.78384,0.629,0.41206,1.044,0.0006932,0.0006932,0.0006932
200,5563.68,0.52096,0.31055,0.92764,0.9787,0.85775,0.91508,0.7907,0.61639,0.39215,1.03334,0.0006866,0.0006866,0.0006866
201,5593.08,0.52938,0.308,0.93963,0.95948,0.88403,0.91544,0.78791,0.63899,0.40832,1.03928,0.00068,0.00068,0.00068
202,5622.51,0.5118,0.30306,0.92572,0.9818,0.86292,0.91384,0.78381,0.6192,0.41081,1.02659,0.0006734,0.0006734,0.0006734
203,5650.03,0.52309,0.31244,0.93403,0.97303,0.86596,0.91352,0.78298,0.64705,0.41237,1.05304,0.0006668,0.0006668,0.0006668
204,5677.83,0.51864,0.31047,0.9258,0.98428,0.856,0.91372,0.78313,0.63713,0.41704,1.05694,0.0006602,0.0006602,0.0006602
205,5706.37,0.51152,0.30509,0.932,0.97564,0.85456,0.90849,0.77679,0.63855,0.42573,1.04981,0.0006536,0.0006536,0.0006536
206,5736.01,0.51215,0.30779,0.93202,0.96677,0.872,0.9103,0.78133,0.64508,0.43179,1.04454,0.000647,0.000647,0.000647
207,5766.21,0.5052,0.30027,0.92719,0.97509,0.856,0.9104,0.77309,0.66137,0.44302,1.06142,0.0006404,0.0006404,0.0006404
208,5795.79,0.51919,0.30214,0.92521,0.97005,0.86356,0.91258,0.77838,0.63986,0.41878,1.04865,0.0006338,0.0006338,0.0006338
209,5826.53,0.50892,0.30533,0.93047,0.97216,0.86133,0.91094,0.77833,0.64479,0.40642,1.05683,0.0006272,0.0006272,0.0006272
210,5856.68,0.51558,0.31613,0.92833,0.96437,0.86602,0.9111,0.78508,0.6391,0.42861,1.04954,0.0006206,0.0006206,0.0006206
211,5886.84,0.52505,0.30488,0.93791,0.96158,0.86769,0.90865,0.77745,0.648,0.42362,1.05302,0.000614,0.000614,0.000614
212,5918.02,0.51199,0.3053,0.93211,0.97313,0.86907,0.90958,0.77411,0.65793,0.4322,1.05425,0.0006074,0.0006074,0.0006074
213,5951.41,0.50127,0.29339,0.92239,0.97487,0.864,0.91236,0.78446,0.62376,0.43053,1.03009,0.0006008,0.0006008,0.0006008
214,5982.28,0.50868,0.30643,0.93086,0.97562,0.85377,0.91004,0.77745,0.65133,0.44458,1.04335,0.0005942,0.0005942,0.0005942
215,6013.71,0.51829,0.30839,0.92436,0.98168,0.8576,0.90631,0.77535,0.64184,0.43605,1.04377,0.0005876,0.0005876,0.0005876
216,6042.52,0.50475,0.29753,0.92711,0.9646,0.87187,0.91221,0.78035,0.64175,0.42854,1.04801,0.000581,0.000581,0.000581
217,6071.81,0.51356,0.30248,0.92969,0.97202,0.85867,0.90682,0.77371,0.63615,0.43117,1.04545,0.0005744,0.0005744,0.0005744
218,6100.23,0.51017,0.29928,0.92471,0.97199,0.85867,0.91015,0.77871,0.633,0.43919,1.0402,0.0005678,0.0005678,0.0005678
219,6128.16,0.49627,0.29452,0.91821,0.97446,0.86133,0.91361,0.78609,0.62688,0.41881,1.0351,0.0005612,0.0005612,0.0005612
220,6157.89,0.50553,0.30106,0.92949,0.97299,0.86133,0.91177,0.7799,0.63706,0.43361,1.04571,0.0005546,0.0005546,0.0005546
221,6187.54,0.49372,0.29389,0.9161,0.97982,0.85867,0.91303,0.77911,0.65257,0.43819,1.06743,0.000548,0.000548,0.000548
222,6216.8,0.50887,0.30305,0.93201,0.96725,0.86627,0.90773,0.77619,0.63442,0.42609,1.04235,0.0005414,0.0005414,0.0005414
223,6244.93,0.50447,0.29933,0.92771,0.95782,0.86933,0.90966,0.7846,0.63044,0.41345,1.04079,0.0005348,0.0005348,0.0005348
224,6273.19,0.49087,0.28855,0.91773,0.96853,0.85867,0.908,0.77848,0.63323,0.41014,1.02916,0.0005282,0.0005282,0.0005282
225,6300.88,0.50357,0.29465,0.92517,0.96432,0.86486,0.91221,0.78056,0.64346,0.41578,1.04016,0.0005216,0.0005216,0.0005216
226,6328.9,0.49184,0.29381,0.91963,0.96444,0.8679,0.9101,0.77725,0.6315,0.41717,1.03343,0.000515,0.000515,0.000515
227,6356.11,0.51142,0.29572,0.92767,0.96912,0.86933,0.90984,0.78598,0.62708,0.42106,1.03784,0.0005084,0.0005084,0.0005084
228,6384.31,0.49682,0.29525,0.92516,0.97876,0.85867,0.91271,0.78194,0.64458,0.42061,1.05623,0.0005018,0.0005018,0.0005018
229,6414.47,0.49246,0.29098,0.91423,0.98139,0.856,0.91538,0.77843,0.64324,0.40625,1.05712,0.0004952,0.0004952,0.0004952
230,6444.97,0.49948,0.29378,0.92856,0.96655,0.86667,0.91398,0.78416,0.63454,0.40992,1.03818,0.0004886,0.0004886,0.0004886
231,6477.11,0.49313,0.28858,0.92297,0.96943,0.86933,0.91593,0.78861,0.62741,0.40222,1.03504,0.000482,0.000482,0.000482
232,6510.71,0.50008,0.29684,0.9261,0.96734,0.86883,0.91302,0.79246,0.61264,0.39933,1.02901,0.0004754,0.0004754,0.0004754
233,6543.4,0.48669,0.28828,0.91478,0.977,0.86667,0.91744,0.79177,0.61908,0.40492,1.03304,0.0004688,0.0004688,0.0004688
234,6574.09,0.48075,0.28681,0.91414,0.98393,0.856,0.91246,0.7918,0.62949,0.41769,1.03679,0.0004622,0.0004622,0.0004622
235,6603.69,0.4965,0.29491,0.92887,0.97021,0.86843,0.90712,0.7839,0.63717,0.42431,1.04682,0.0004556,0.0004556,0.0004556
236,6633.87,0.48248,0.28476,0.92065,0.97279,0.86667,0.9088,0.7866,0.63384,0.42996,1.03646,0.000449,0.000449,0.000449
237,6664.14,0.47728,0.2893,0.91008,0.97043,0.86133,0.91083,0.78205,0.63073,0.41635,1.04152,0.0004424,0.0004424,0.0004424
238,6694.49,0.47988,0.2791,0.91671,0.97466,0.86133,0.90989,0.78567,0.63156,0.41325,1.04143,0.0004358,0.0004358,0.0004358
239,6725.62,0.4845,0.29096,0.92156,0.97032,0.87177,0.91142,0.78255,0.63455,0.41117,1.03634,0.0004292,0.0004292,0.0004292
240,6756.31,0.4767,0.28694,0.91465,0.96455,0.87065,0.91208,0.77652,0.6528,0.41189,1.05107,0.0004226,0.0004226,0.0004226
241,6785.37,0.49227,0.29347,0.92051,0.97574,0.85789,0.90775,0.78012,0.65383,0.44045,1.05031,0.000416,0.000416,0.000416
242,6814.87,0.47086,0.28015,0.9106,0.96733,0.86864,0.9081,0.78746,0.62462,0.43411,1.03477,0.0004094,0.0004094,0.0004094
243,6843.88,0.46827,0.27939,0.90807,0.97347,0.85867,0.90869,0.78785,0.62052,0.41449,1.0293,0.0004028,0.0004028,0.0004028
244,6872.18,0.48034,0.28523,0.91134,0.97571,0.85691,0.90997,0.78369,0.63322,0.4213,1.03559,0.0003962,0.0003962,0.0003962
245,6900.52,0.48708,0.28762,0.91957,0.97797,0.856,0.90872,0.78253,0.63565,0.42215,1.03323,0.0003896,0.0003896,0.0003896
246,6930.14,0.47321,0.28122,0.91559,0.97207,0.86133,0.90853,0.78069,0.64227,0.42138,1.04274,0.000383,0.000383,0.000383
247,6958,0.4734,0.2796,0.91251,0.95344,0.8738,0.91225,0.77878,0.64078,0.41449,1.04075,0.0003764,0.0003764,0.0003764
248,6985.4,0.4822,0.27743,0.91218,0.97868,0.85707,0.91188,0.78229,0.6377,0.403,1.03755,0.0003698,0.0003698,0.0003698
249,7013.39,0.46621,0.27863,0.90782,0.9775,0.856,0.9121,0.78571,0.63778,0.40564,1.04649,0.0003632,0.0003632,0.0003632
250,7042.62,0.47453,0.27394,0.90364,0.98088,0.856,0.91009,0.7863,0.6257,0.40503,1.03506,0.0003566,0.0003566,0.0003566
251,7073.65,0.47083,0.27919,0.9126,0.96458,0.87148,0.91517,0.78896,0.63295,0.40916,1.03955,0.00035,0.00035,0.00035
252,7104.24,0.47507,0.27939,0.9085,0.97415,0.872,0.91364,0.78632,0.62788,0.40987,1.04203,0.0003434,0.0003434,0.0003434
253,7134.67,0.47659,0.28206,0.9167,0.97408,0.86667,0.91006,0.77916,0.63128,0.40672,1.04162,0.0003368,0.0003368,0.0003368
254,7165.89,0.47894,0.2814,0.91452,0.97891,0.86639,0.91445,0.78316,0.62576,0.40023,1.0301,0.0003302,0.0003302,0.0003302
255,7194.44,0.46457,0.26962,0.89798,0.98181,0.86337,0.91314,0.78986,0.62377,0.40619,1.03336,0.0003236,0.0003236,0.0003236
256,7221.56,0.46972,0.28075,0.90542,0.97304,0.86629,0.91444,0.79067,0.61713,0.39243,1.02698,0.000317,0.000317,0.000317
257,7249.22,0.46946,0.27638,0.91143,0.97215,0.872,0.90978,0.78827,0.61627,0.40244,1.0286,0.0003104,0.0003104,0.0003104
258,7278.94,0.46261,0.2699,0.90421,0.97768,0.86133,0.90826,0.78035,0.6316,0.41298,1.03866,0.0003038,0.0003038,0.0003038
259,7312.53,0.4633,0.27506,0.90165,0.96732,0.86827,0.91028,0.78066,0.63353,0.41591,1.04665,0.0002972,0.0002972,0.0002972
260,7342.44,0.45633,0.27406,0.90122,0.96354,0.872,0.91207,0.78171,0.63426,0.41263,1.05031,0.0002906,0.0002906,0.0002906
261,7369.26,0.44818,0.26589,0.89916,0.96447,0.8687,0.90859,0.77741,0.6336,0.41887,1.04757,0.000284,0.000284,0.000284
262,7398.99,0.46534,0.27522,0.91159,0.9801,0.856,0.9089,0.78004,0.6265,0.42108,1.0393,0.0002774,0.0002774,0.0002774
263,7427.44,0.46044,0.27336,0.90831,0.98166,0.85654,0.90676,0.78146,0.63124,0.41643,1.03701,0.0002708,0.0002708,0.0002708
264,7454.95,0.46555,0.27153,0.90892,0.98169,0.85799,0.90981,0.78288,0.629,0.40612,1.03347,0.0002642,0.0002642,0.0002642
265,7482.93,0.47506,0.2774,0.91175,0.98355,0.856,0.90693,0.779,0.63636,0.41534,1.04058,0.0002576,0.0002576,0.0002576
266,7512.51,0.44988,0.26094,0.90268,0.98167,0.85696,0.91068,0.78528,0.63636,0.41025,1.03789,0.000251,0.000251,0.000251
267,7545.56,0.44249,0.26438,0.90253,0.97582,0.86667,0.91246,0.78691,0.63263,0.40944,1.03824,0.0002444,0.0002444,0.0002444
268,7574.48,0.45787,0.27117,0.90157,0.98474,0.86065,0.91146,0.78958,0.63349,0.41194,1.04112,0.0002378,0.0002378,0.0002378
269,7602.33,0.45694,0.26296,0.90004,0.98431,0.85867,0.91132,0.78853,0.63055,0.40352,1.03956,0.0002312,0.0002312,0.0002312
270,7632,0.46116,0.26642,0.90357,0.95939,0.88203,0.91263,0.78436,0.64419,0.40904,1.05032,0.0002246,0.0002246,0.0002246
271,7660.92,0.44927,0.26127,0.90489,0.9673,0.872,0.91144,0.78345,0.63845,0.41131,1.04546,0.000218,0.000218,0.000218
272,7689.01,0.44735,0.26118,0.89681,0.97019,0.86801,0.91229,0.784,0.63418,0.40844,1.03759,0.0002114,0.0002114,0.0002114
273,7717.67,0.45658,0.26528,0.90283,0.96621,0.86933,0.90852,0.78151,0.64179,0.41105,1.04147,0.0002048,0.0002048,0.0002048
274,7746.77,0.45656,0.26583,0.89912,0.96747,0.86933,0.9105,0.78228,0.64193,0.40431,1.04034,0.0001982,0.0001982,0.0001982
275,7776.02,0.44129,0.25694,0.89661,0.96742,0.87103,0.91344,0.78102,0.65241,0.40792,1.04781,0.0001916,0.0001916,0.0001916
276,7804.21,0.4486,0.2656,0.89797,0.96745,0.87186,0.91639,0.78528,0.63838,0.39517,1.03714,0.000185,0.000185,0.000185
277,7832.82,0.44723,0.26335,0.90257,0.97024,0.86953,0.91401,0.7823,0.63293,0.40049,1.03202,0.0001784,0.0001784,0.0001784
278,7861.99,0.45097,0.26334,0.90034,0.97494,0.86933,0.91143,0.78103,0.63336,0.4096,1.02904,0.0001718,0.0001718,0.0001718
279,7892.55,0.4505,0.26728,0.90809,0.9715,0.86933,0.91116,0.78233,0.63148,0.40705,1.03083,0.0001652,0.0001652,0.0001652
280,7921.53,0.43264,0.26015,0.89802,0.97611,0.864,0.91222,0.78545,0.62928,0.40126,1.02991,0.0001586,0.0001586,0.0001586
281,7949.53,0.44353,0.26241,0.89708,0.98127,0.86667,0.91121,0.78709,0.62993,0.40021,1.03128,0.000152,0.000152,0.000152
282,7977.84,0.44334,0.2618,0.90284,0.98186,0.86597,0.91269,0.78767,0.63108,0.4076,1.03402,0.0001454,0.0001454,0.0001454
283,8007.27,0.43361,0.25918,0.89723,0.98018,0.864,0.91471,0.79459,0.63058,0.4004,1.03562,0.0001388,0.0001388,0.0001388
284,8035.27,0.44476,0.25549,0.89918,0.98181,0.86364,0.91166,0.78913,0.62901,0.39392,1.03364,0.0001322,0.0001322,0.0001322
285,8063.29,0.43539,0.25531,0.88852,0.9818,0.863,0.91394,0.78603,0.629,0.39738,1.03284,0.0001256,0.0001256,0.0001256
286,8091.54,0.44471,0.25976,0.90259,0.98179,0.86255,0.91348,0.78777,0.63287,0.40001,1.03641,0.000119,0.000119,0.000119
287,8120.72,0.43946,0.25749,0.89584,0.98175,0.86088,0.91363,0.78937,0.63519,0.40448,1.04024,0.0001124,0.0001124,0.0001124
288,8148.94,0.43922,0.26212,0.89799,0.97313,0.86905,0.91323,0.78826,0.63722,0.40494,1.03951,0.0001058,0.0001058,0.0001058
289,8176.88,0.44623,0.26153,0.89986,0.97592,0.86667,0.91208,0.78828,0.63489,0.39872,1.03697,9.92e-05,9.92e-05,9.92e-05
290,8204.32,0.42748,0.25125,0.89516,0.97602,0.872,0.91371,0.78981,0.62984,0.39747,1.03514,9.26e-05,9.26e-05,9.26e-05
291,8259.63,0.38961,0.23126,0.85604,0.96968,0.872,0.91241,0.78228,0.64107,0.40118,1.04187,8.6e-05,8.6e-05,8.6e-05
292,8286.22,0.39107,0.22661,0.85018,0.96927,0.872,0.91095,0.78124,0.65284,0.41323,1.05231,7.94e-05,7.94e-05,7.94e-05
293,8313.19,0.3891,0.2211,0.84962,0.96858,0.872,0.91234,0.78134,0.65192,0.41776,1.05133,7.28e-05,7.28e-05,7.28e-05
294,8339.88,0.38555,0.22074,0.84447,0.96953,0.872,0.91217,0.78507,0.65324,0.41608,1.05245,6.62e-05,6.62e-05,6.62e-05
295,8368.55,0.38193,0.21865,0.85035,0.96995,0.872,0.91266,0.78477,0.64894,0.41776,1.04962,5.96e-05,5.96e-05,5.96e-05
296,8396.21,0.38385,0.21928,0.8577,0.96869,0.872,0.91137,0.78487,0.64095,0.41413,1.0437,5.3e-05,5.3e-05,5.3e-05
297,8422.9,0.38047,0.21969,0.84416,0.97017,0.86717,0.91263,0.78569,0.64162,0.41389,1.04094,4.64e-05,4.64e-05,4.64e-05
298,8449.78,0.37422,0.21528,0.84518,0.97239,0.864,0.91202,0.78685,0.63472,0.40655,1.03716,3.98e-05,3.98e-05,3.98e-05
299,8477.54,0.37021,0.21599,0.84972,0.97244,0.864,0.91222,0.7851,0.63445,0.41104,1.03779,3.32e-05,3.32e-05,3.32e-05
300,8505.16,0.377,0.21392,0.84509,0.96615,0.86933,0.91231,0.7881,0.63672,0.40996,1.03966,2.66e-05,2.66e-05,2.66e-05
